sub,emotion,X1,Y1,RT,study
276,relaxed,125,92,3.79,study4b
276,nervous,84,139,3.534,study4b
276,peppy,50,112,4.168,study4b
277,neutral,1,-1,6.845,study4b
277,satisfied,123,68,12.142,study4b
277,surprised,101,167,8.276,study4b
277,sad,-133,-36,15.952,study4b
277,disappointed,-128,49,27.09,study4b
277,nervous,-92,120,7.857,study4b
277,happy,117,69,9.453,study4b
277,calm,26,2,11.244,study4b
277,still,1,2,4.366,study4b
277,enthusiastic,135,145,8.313,study4b
277,sluggish,-92,-72,7.811,study4b
277,angry,-155,159,7.053,study4b
277,quiet,1,-42,9.686,study4b
277,annoyed,-152,53,6.947,study4b
277,relaxed,166,0,8.893,study4b
277,sleepy,1,-185,7.713,study4b
277,disgusted,-201,1,8.921,study4b
277,peppy,77,192,8.274,study4b
277,afraid,-213,217,9.667,study4b
277,aroused,214,196,5.816,study4b
278,calm,100,126,7.771,study4b
278,sluggish,-79,-59,4.614,study4b
278,still,-1,-6,5.673,study4b
278,surprised,15,72,5.146,study4b
278,disappointed,-100,65,2.965,study4b
278,peppy,111,163,2.355,study4b
278,happy,39,30,2.056,study4b
278,satisfied,125,72,2.96,study4b
278,sleepy,42,-77,3.302,study4b
278,aroused,64,38,2.16,study4b
278,sad,-97,111,3.447,study4b
278,neutral,-1,0,42.555,study4b
278,enthusiastic,134,121,1.558,study4b
278,afraid,-86,-102,2.405,study4b
278,annoyed,-131,109,1.794,study4b
278,nervous,2,-37,4.692,study4b
278,quiet,22,-3,3.862,study4b
278,angry,-98,137,1.911,study4b
278,disgusted,-98,203,3.247,study4b
278,relaxed,54,-103,2.614,study4b
279,disgusted,-187,72,13.938,study4b
279,surprised,29,164,7.867,study4b
279,sluggish,12,-240,7.168,study4b
279,relaxed,6,-1,4.187,study4b
279,angry,-210,217,28.746,study4b
279,afraid,-226,111,12.34,study4b
279,sad,-60,-68,64.916,study4b
279,annoyed,-23,98,5.101,study4b
279,sleepy,5,-246,10.391,study4b
279,neutral,-6,6,2.64,study4b
279,nervous,-1,90,6.535,study4b
279,disappointed,-124,-41,5.11,study4b
279,calm,154,16,10.281,study4b
279,peppy,162,163,4.061,study4b
279,aroused,125,230,8.602,study4b
279,satisfied,107,-2,11.301,study4b
279,quiet,205,-202,5.938,study4b
279,happy,70,78,3.235,study4b
279,enthusiastic,154,204,3.378,study4b
279,still,30,-110,5.537,study4b
280,sluggish,-69,-211,37.965,study4b
280,neutral,-1,2,11.158,study4b
280,afraid,-239,237,9.862,study4b
280,aroused,0,239,4.71,study4b
280,angry,-243,117,6.791,study4b
280,surprised,101,238,9.971,study4b
280,sleepy,-22,-237,4.982,study4b
280,peppy,116,173,8.351,study4b
280,annoyed,-100,1,7.149,study4b
280,relaxed,208,-224,12.262,study4b
280,nervous,-25,231,4.485,study4b
280,enthusiastic,232,239,3.78,study4b
280,calm,30,-206,6.78,study4b
280,happy,213,50,4.831,study4b
280,disgusted,-197,40,6.654,study4b
280,disappointed,-206,-24,4.711,study4b
280,sad,-224,-49,7.763,study4b
280,quiet,16,-25,6.32,study4b
280,still,0,0,5.404,study4b
280,satisfied,34,-72,7.508,study4b
281,disgusted,-143,145,10.186,study4b
281,peppy,105,72,5.661,study4b
281,sleepy,18,-174,8.261,study4b
281,neutral,-1,2,3.942,study4b
281,angry,-156,192,12.969,study4b
281,surprised,139,176,4.342,study4b
281,quiet,0,-109,6.702,study4b
281,satisfied,72,-72,6.57,study4b
281,enthusiastic,180,183,7.216,study4b
281,still,57,-148,5.558,study4b
281,aroused,2,224,4.897,study4b
281,disappointed,-118,-106,4.088,study4b
281,afraid,-188,221,4.731,study4b
281,sad,-174,-206,4.756,study4b
281,annoyed,-100,94,10.061,study4b
281,nervous,-25,142,6.934,study4b
281,calm,76,-171,10.952,study4b
281,relaxed,161,-138,3.42,study4b
281,sluggish,-137,-180,4.001,study4b
281,happy,201,22,8.657,study4b
282,angry,-231,-4,11.601,study4b
282,surprised,6,234,10.942,study4b
282,neutral,-1,-1,4.15,study4b
282,annoyed,-163,3,7.051,study4b
282,sad,-229,-5,7.871,study4b
282,calm,89,-148,8.437,study4b
282,sluggish,-92,-114,9.514,study4b
282,peppy,46,197,3.588,study4b
282,disappointed,-222,-108,9.466,study4b
282,afraid,-228,230,5.932,study4b
282,relaxed,67,-194,4.595,study4b
282,enthusiastic,53,187,4.051,study4b
282,happy,184,214,6.418,study4b
282,still,114,-241,5.824,study4b
282,nervous,-181,136,5.021,study4b
282,satisfied,140,95,3.96,study4b
282,aroused,209,134,6.891,study4b
282,sleepy,5,-236,7.24,study4b
282,quiet,57,-159,4.104,study4b
282,disgusted,-235,-48,6.721,study4b
283,happy,237,233,25.189,study4b
283,satisfied,235,155,13.543,study4b
283,still,2,5,7.753,study4b
283,annoyed,-241,62,13.149,study4b
283,peppy,-1,195,10.815,study4b
283,disappointed,-131,-66,5.695,study4b
283,afraid,-161,82,5.276,study4b
283,neutral,1,-1,4.115,study4b
283,sad,-236,-99,4.601,study4b
283,nervous,-228,150,7.24,study4b
283,disgusted,-231,-28,4.454,study4b
283,sluggish,-130,-220,10.207,study4b
283,enthusiastic,121,171,10.998,study4b
283,surprised,0,202,9.882,study4b
283,angry,-179,2,11.542,study4b
283,calm,2,-57,9.885,study4b
283,sleepy,2,-70,6.202,study4b
283,quiet,3,-2,7.215,study4b
283,aroused,3,60,4.291,study4b
283,relaxed,4,-61,4.341,study4b
284,disappointed,0,214,5.164,study4b
284,sad,-138,1,3.677,study4b
284,happy,155,-2,2.697,study4b
284,annoyed,-183,-9,3.029,study4b
284,afraid,4,-191,5.675,study4b
284,satisfied,220,2,2.815,study4b
284,neutral,0,0,3.542,study4b
284,aroused,0,215,4.4,study4b
284,sleepy,-2,-221,3.741,study4b
284,nervous,-203,-2,3.619,study4b
284,disgusted,-101,-1,10.151,study4b
284,quiet,-197,0,6.289,study4b
284,angry,-197,1,3.879,study4b
284,relaxed,229,4,5.115,study4b
284,sluggish,1,-224,2.809,study4b
284,surprised,69,-1,3.637,study4b
284,calm,-209,-2,3.306,study4b
284,enthusiastic,219,-2,2.769,study4b
284,still,3,0,5.335,study4b
284,peppy,229,-2,3.837,study4b
285,sleepy,55,-116,16.378,study4b
285,neutral,37,-1,14.712,study4b
285,disgusted,-165,-177,10.162,study4b
285,quiet,104,-62,10.363,study4b
285,satisfied,128,117,8.013,study4b
285,nervous,-85,-16,18.604,study4b
285,angry,-134,42,12.381,study4b
285,enthusiastic,151,197,10.723,study4b
285,disappointed,-47,-132,7.082,study4b
285,relaxed,112,37,13.42,study4b
285,afraid,-66,-30,7.163,study4b
285,surprised,46,111,8.179,study4b
285,still,25,0,9.68,study4b
285,aroused,29,229,11.772,study4b
285,sluggish,-49,-222,12.594,study4b
285,calm,112,-144,11.46,study4b
285,happy,216,76,7.486,study4b
285,annoyed,-111,32,10.518,study4b
285,peppy,47,147,7.075,study4b
285,sad,-173,-38,6.729,study4b
286,nervous,-148,111,21.747,study4b
286,relaxed,112,-160,8.808,study4b
286,quiet,84,-169,8.796,study4b
286,satisfied,195,90,8.469,study4b
286,sluggish,-167,-168,16.461,study4b
286,peppy,136,175,14.858,study4b
286,happy,174,164,4.826,study4b
286,angry,-168,200,4.386,study4b
286,disgusted,-177,114,7.947,study4b
286,annoyed,-94,-45,7.592,study4b
286,still,-2,0,11.046,study4b
286,sad,-166,-19,6.491,study4b
286,enthusiastic,197,203,4.181,study4b
286,sleepy,6,-182,11.001,study4b
286,surprised,28,189,8.601,study4b
286,disappointed,-174,-33,8.147,study4b
286,afraid,-169,-125,9.864,study4b
286,neutral,0,-3,10.184,study4b
286,calm,137,-203,9.636,study4b
286,aroused,2,210,6.001,study4b
287,disgusted,-211,81,18.028,study4b
287,still,0,-63,7.888,study4b
287,peppy,61,191,7.529,study4b
287,relaxed,162,-84,7.146,study4b
287,nervous,-197,148,6.627,study4b
287,quiet,121,-124,4.476,study4b
287,sad,-219,-87,9.839,study4b
287,angry,-184,230,5.311,study4b
287,surprised,90,215,30.651,study4b
287,satisfied,190,-33,5.347,study4b
287,annoyed,-96,129,6.744,study4b
287,afraid,-170,234,5.948,study4b
287,calm,111,-82,8.548,study4b
287,happy,188,106,4.382,study4b
287,sluggish,-45,-200,8.774,study4b
287,sleepy,34,-234,6.262,study4b
287,neutral,0,-2,3.029,study4b
287,aroused,2,227,4.576,study4b
287,enthusiastic,192,206,4.943,study4b
287,disappointed,-154,-25,6.305,study4b
288,calm,2,-1,23.417,study4b
288,annoyed,-151,156,9.142,study4b
288,peppy,111,69,5.827,study4b
288,afraid,-183,185,6.867,study4b
288,enthusiastic,143,205,6.687,study4b
288,happy,177,62,6.609,study4b
288,relaxed,79,-131,4.204,study4b
288,neutral,-1,-4,3.135,study4b
288,sad,-158,-92,3.612,study4b
288,sluggish,-1,-145,6.242,study4b
288,surprised,-1,177,5.041,study4b
288,aroused,58,167,6.432,study4b
288,still,-1,-1,3.256,study4b
288,angry,-81,97,3.458,study4b
288,satisfied,188,6,7.71,study4b
288,disappointed,-179,-1,5.516,study4b
288,quiet,-1,-78,4.371,study4b
288,sleepy,3,-162,3.172,study4b
288,nervous,-88,90,6.783,study4b
288,disgusted,-190,51,5.753,study4b
289,happy,247,0,10.006,study4b
289,sluggish,-241,-245,6.506,study4b
289,nervous,-135,169,18.914,study4b
289,quiet,3,-244,5.505,study4b
289,sad,-243,-1,8.054,study4b
289,satisfied,246,-1,4.234,study4b
289,surprised,134,235,7.595,study4b
289,angry,-244,243,6.501,study4b
289,disappointed,-244,-241,4.744,study4b
289,aroused,1,127,9.576,study4b
289,afraid,-160,-60,5.045,study4b
289,neutral,0,-1,4.236,study4b
289,relaxed,246,-245,6.938,study4b
289,sleepy,0,-246,6.548,study4b
289,disgusted,-242,1,4.094,study4b
289,peppy,247,243,6.337,study4b
289,still,0,-105,8.44,study4b
289,enthusiastic,243,245,3.708,study4b
289,annoyed,-245,1,4.471,study4b
289,calm,118,-117,7.988,study4b
290,still,42,-225,13.43,study4b
290,peppy,186,215,8.108,study4b
290,annoyed,-144,41,9.905,study4b
290,neutral,0,1,4.01,study4b
290,sleepy,-27,-244,7.012,study4b
290,surprised,41,233,7.452,study4b
290,calm,181,-235,4.625,study4b
290,disappointed,-118,-134,5.917,study4b
290,sad,-170,-175,4.962,study4b
290,relaxed,218,-232,5.548,study4b
290,angry,-215,227,5.883,study4b
290,enthusiastic,165,138,5.393,study4b
290,quiet,148,-157,4.979,study4b
290,happy,180,214,4.326,study4b
290,disgusted,-189,67,5.591,study4b
290,sluggish,-75,-241,6.275,study4b
290,nervous,-102,181,6.45,study4b
290,aroused,191,227,6.557,study4b
290,afraid,-228,232,4.343,study4b
290,satisfied,199,51,7.185,study4b
291,quiet,0,-101,16.111,study4b
291,happy,65,65,8.697,study4b
291,surprised,0,167,15.511,study4b
291,disgusted,-94,77,10.239,study4b
291,aroused,1,146,5.407,study4b
291,annoyed,-75,0,81.963,study4b
291,relaxed,68,-68,10.759,study4b
291,neutral,0,0,5.088,study4b
291,satisfied,75,34,5.876,study4b
291,disappointed,-82,-40,4.591,study4b
291,sad,-158,-12,6.759,study4b
291,still,-1,0,5.495,study4b
291,peppy,16,93,3.838,study4b
291,nervous,-38,91,3.926,study4b
291,angry,-173,147,5.154,study4b
291,sleepy,0,-168,6.709,study4b
291,sluggish,-92,-110,4.542,study4b
291,afraid,-137,45,4.221,study4b
291,calm,101,7,8.05,study4b
291,enthusiastic,83,70,3.694,study4b
292,sleepy,-1,-77,14.553,study4b
292,neutral,-1,2,6.051,study4b
292,calm,35,41,13.878,study4b
292,peppy,163,140,8.239,study4b
292,sad,-158,-18,8.992,study4b
292,quiet,0,1,6.124,study4b
292,nervous,-64,117,10.807,study4b
292,enthusiastic,169,143,5.297,study4b
292,afraid,-190,153,6.184,study4b
292,still,2,1,7.516,study4b
292,happy,151,7,7.758,study4b
292,satisfied,131,-2,3.582,study4b
292,aroused,189,146,7.005,study4b
292,annoyed,-97,68,7.413,study4b
292,disappointed,-80,-3,5.067,study4b
292,relaxed,64,1,5.695,study4b
292,surprised,-1,167,6.534,study4b
292,angry,-150,200,9.831,study4b
292,disgusted,-173,19,15.25,study4b
292,sluggish,-26,-86,5.392,study4b
293,enthusiastic,123,161,6.252,study4b
293,angry,-171,-182,3.707,study4b
293,disappointed,-85,-51,3.34,study4b
293,annoyed,-137,132,4.155,study4b
293,nervous,-64,-34,4.83,study4b
293,calm,204,-50,4.204,study4b
293,aroused,168,182,2.909,study4b
293,satisfied,57,108,2.722,study4b
293,sad,-189,-144,3.884,study4b
293,quiet,-12,-14,5.67,study4b
293,still,3,3,3.195,study4b
293,sleepy,187,-222,4.812,study4b
293,afraid,-214,128,4.502,study4b
293,surprised,39,174,3.064,study4b
293,relaxed,192,-149,4.035,study4b
293,disgusted,-226,174,3.695,study4b
293,sluggish,-217,-201,2.624,study4b
293,peppy,175,170,3.33,study4b
293,neutral,0,0,3.415,study4b
293,happy,188,162,2.729,study4b
294,calm,45,-48,21.831,study4b
294,disappointed,-43,-42,22.828,study4b
294,angry,-43,45,9.102,study4b
294,satisfied,163,-43,11.646,study4b
294,happy,173,49,8.781,study4b
294,neutral,2,-1,9.346,study4b
294,aroused,3,223,12.406,study4b
294,still,6,-5,16.987,study4b
294,relaxed,17,-50,8.275,study4b
294,peppy,16,83,7.094,study4b
294,surprised,174,43,7.776,study4b
294,annoyed,-166,-18,9.07,study4b
294,sad,-43,-193,7.851,study4b
294,sleepy,-10,-240,11.955,study4b
294,nervous,-121,-117,5.979,study4b
294,quiet,-3,-227,7.763,study4b
294,sluggish,-86,-231,10.854,study4b
294,afraid,-197,36,6.502,study4b
294,enthusiastic,205,22,4.411,study4b
294,disgusted,-200,-192,6.505,study4b
295,peppy,208,151,14.819,study4b
295,enthusiastic,200,203,8.156,study4b
295,still,0,-108,8.656,study4b
295,nervous,-129,141,7.185,study4b
295,sleepy,0,-181,5.398,study4b
295,calm,-1,0,6.292,study4b
295,aroused,66,112,7.831,study4b
295,disgusted,-172,187,7.633,study4b
295,angry,-195,196,4.078,study4b
295,surprised,-1,210,8.054,study4b
295,satisfied,164,1,7.88,study4b
295,quiet,-1,-33,5.128,study4b
295,neutral,0,0,4.291,study4b
295,afraid,-126,167,11.481,study4b
295,relaxed,40,-62,5.559,study4b
295,sluggish,-60,-65,4.536,study4b
295,sad,-126,0,6.908,study4b
295,annoyed,-105,68,3.626,study4b
295,disappointed,-96,-37,4.728,study4b
295,happy,95,38,7.108,study4b
296,calm,18,-108,13.252,study4b
296,disappointed,-131,0,11.053,study4b
296,annoyed,-71,44,7.591,study4b
296,relaxed,97,-47,4.873,study4b
296,quiet,-1,-78,5.892,study4b
296,still,0,-159,5.659,study4b
296,sad,-154,-41,7.172,study4b
296,sleepy,0,-191,4.572,study4b
296,peppy,15,133,5.92,study4b
296,sluggish,-103,-120,4.476,study4b
296,happy,175,0,8.219,study4b
296,angry,-151,154,9.226,study4b
296,surprised,-1,128,9.079,study4b
296,enthusiastic,50,138,5.589,study4b
296,afraid,-103,84,5.882,study4b
296,neutral,-1,0,6.05,study4b
296,satisfied,58,2,5.744,study4b
296,aroused,1,167,4.031,study4b
296,nervous,-78,168,4.325,study4b
296,disgusted,-142,158,6.565,study4b
297,quiet,-27,-69,18.643,study4b
297,peppy,157,104,6.363,study4b
297,aroused,237,238,6.659,study4b
297,satisfied,244,-49,15.145,study4b
297,surprised,216,165,6.541,study4b
297,nervous,-123,176,7.679,study4b
297,still,-99,-34,8.133,study4b
297,enthusiastic,205,144,3.301,study4b
297,afraid,-235,238,9.802,study4b
297,happy,246,245,3.381,study4b
297,calm,243,-242,8.199,study4b
297,sluggish,-244,-244,9.91,study4b
297,sad,-180,-113,17.193,study4b
297,neutral,1,1,5.179,study4b
297,disgusted,-130,125,4.879,study4b
297,sleepy,181,-103,11.39,study4b
297,angry,-200,214,4.749,study4b
297,annoyed,-71,240,5.291,study4b
297,disappointed,-118,-148,8.872,study4b
297,relaxed,181,-118,7.139,study4b
298,surprised,132,194,13.954,study4b
298,relaxed,180,-186,7.335,study4b
298,afraid,-200,173,4.015,study4b
298,nervous,-195,96,8.776,study4b
298,quiet,34,-162,5.58,study4b
298,sleepy,171,-223,6.747,study4b
298,calm,222,-137,7.82,study4b
298,still,24,-216,5.017,study4b
298,sluggish,-41,-227,5.857,study4b
298,annoyed,-226,119,9.141,study4b
298,happy,194,218,3.783,study4b
298,sad,-212,-243,4.693,study4b
298,peppy,30,214,4.39,study4b
298,aroused,32,226,6.979,study4b
298,enthusiastic,208,91,17.659,study4b
298,angry,-241,223,3.479,study4b
298,disappointed,-166,-65,4.503,study4b
298,disgusted,-210,75,11.105,study4b
298,neutral,1,2,3.967,study4b
298,satisfied,184,32,4.968,study4b
299,annoyed,-88,-94,10.468,study4b
299,nervous,-39,53,11.317,study4b
299,satisfied,1,-1,9.185,study4b
299,quiet,0,-2,4.733,study4b
299,sleepy,89,-165,5.112,study4b
299,happy,206,96,9.309,study4b
299,neutral,1,-1,4.022,study4b
299,aroused,-1,242,4.39,study4b
299,enthusiastic,216,239,4.76,study4b
299,disgusted,-236,-231,4.744,study4b
299,relaxed,1,3,3.893,study4b
299,sad,-84,-101,8.858,study4b
299,peppy,82,115,5.476,study4b
299,afraid,-188,186,4.007,study4b
299,disappointed,-186,-140,6.819,study4b
299,calm,1,-53,7.183,study4b
299,surprised,219,237,4.564,study4b
299,sluggish,1,-232,3.877,study4b
299,still,0,1,3.804,study4b
299,angry,-237,94,5.493,study4b
300,afraid,-56,86,6.9,study4b
300,calm,106,-100,3.676,study4b
300,sleepy,-137,-151,3.211,study4b
300,nervous,-113,77,2.929,study4b
300,sluggish,-86,-126,2.667,study4b
300,aroused,84,79,2.894,study4b
300,annoyed,-109,124,3.716,study4b
300,disappointed,-98,-95,7.084,study4b
300,relaxed,136,-110,2.905,study4b
300,still,13,-7,4.719,study4b
300,sad,-38,-51,2.831,study4b
300,happy,135,63,3.578,study4b
300,peppy,95,144,2.503,study4b
300,enthusiastic,152,126,2.558,study4b
300,quiet,13,-9,7.094,study4b
300,surprised,4,134,6.553,study4b
300,disgusted,-57,-15,4.79,study4b
300,satisfied,77,50,3.807,study4b
300,angry,-81,83,2.648,study4b
300,neutral,-3,-3,4.656,study4b
301,quiet,-52,69,26.144,study4b
301,sleepy,87,150,10.168,study4b
301,aroused,-163,-47,3.23,study4b
301,sluggish,126,-64,3.622,study4b
301,annoyed,-78,87,3.552,study4b
301,peppy,97,56,3.027,study4b
301,afraid,-87,122,3.169,study4b
301,happy,-116,217,3.306,study4b
301,sad,145,-179,4.506,study4b
301,satisfied,-115,-119,3.369,study4b
301,surprised,-109,138,4.536,study4b
301,still,41,63,3.924,study4b
301,nervous,77,-83,2.65,study4b
301,disappointed,-145,53,8.111,study4b
301,disgusted,85,92,5.919,study4b
301,calm,107,-119,3.751,study4b
301,neutral,85,-172,6.696,study4b
301,enthusiastic,111,179,4.485,study4b
301,angry,-231,112,13.447,study4b
301,relaxed,134,91,5.825,study4b
302,afraid,-183,178,26.277,study4b
302,enthusiastic,212,189,4.717,study4b
302,disappointed,-164,-173,4.052,study4b
302,aroused,52,222,5.16,study4b
302,still,207,30,7.86,study4b
302,annoyed,-90,223,4.224,study4b
302,sad,-93,-225,6.489,study4b
302,surprised,219,209,8.703,study4b
302,neutral,-1,1,9.039,study4b
302,happy,240,123,4.416,study4b
302,peppy,159,228,4.061,study4b
302,quiet,104,-232,4.956,study4b
302,sleepy,-31,-226,3.424,study4b
302,angry,-198,35,6.285,study4b
302,sluggish,-12,-88,7.612,study4b
302,calm,119,-104,5.354,study4b
302,satisfied,206,-32,4.818,study4b
302,disgusted,-203,-46,4.172,study4b
302,relaxed,59,-199,5.039,study4b
302,nervous,-29,103,3.908,study4b
303,still,-2,1,12.06,study4b
303,sleepy,3,-232,4.601,study4b
303,sad,-198,-208,4.552,study4b
303,satisfied,224,-38,6.933,study4b
303,peppy,101,164,4.544,study4b
303,relaxed,5,-1,5.957,study4b
303,annoyed,-188,193,4.496,study4b
303,quiet,4,-231,5.091,study4b
303,aroused,-2,237,3.714,study4b
303,enthusiastic,204,186,4.858,study4b
303,calm,102,-147,4.111,study4b
303,afraid,-149,161,2.93,study4b
303,disgusted,-114,88,4.643,study4b
303,angry,-239,241,4.555,study4b
303,disappointed,-162,-166,4.186,study4b
303,nervous,-99,177,3.374,study4b
303,surprised,128,165,3.078,study4b
303,sluggish,-27,-208,4.482,study4b
303,neutral,-2,2,3.599,study4b
303,happy,78,133,3.425,study4b
304,enthusiastic,176,158,7.301,study4b
304,aroused,56,140,4.221,study4b
304,relaxed,232,26,4.427,study4b
304,happy,229,188,2.686,study4b
304,still,123,-157,5.677,study4b
304,afraid,-139,47,6.599,study4b
304,surprised,3,133,4.735,study4b
304,disappointed,4,-160,5.551,study4b
304,nervous,-101,118,4.168,study4b
304,annoyed,-156,80,5.481,study4b
304,quiet,97,-203,4.118,study4b
304,peppy,178,103,7.688,study4b
304,neutral,-1,-2,3.171,study4b
304,sleepy,11,-220,5.068,study4b
304,calm,124,-164,4.779,study4b
304,disgusted,-186,-48,7.907,study4b
304,angry,-181,173,7.581,study4b
304,satisfied,186,57,4.478,study4b
304,sad,-45,-163,5.971,study4b
304,sluggish,-1,-154,13.094,study4b
305,still,1,-2,23.133,study4b
305,satisfied,213,0,6.483,study4b
305,calm,181,-170,7.525,study4b
305,relaxed,155,-168,5.824,study4b
305,peppy,59,40,6.696,study4b
305,afraid,-162,141,9.42,study4b
305,nervous,-27,217,11.738,study4b
305,surprised,-2,158,6.393,study4b
305,annoyed,-85,30,8.146,study4b
305,disappointed,-126,-36,22.142,study4b
305,sad,-137,-184,6.3,study4b
305,angry,-51,167,20.512,study4b
305,enthusiastic,151,159,13.899,study4b
305,quiet,0,-74,13.941,study4b
305,sluggish,-33,-207,7.057,study4b
305,disgusted,-99,16,8.756,study4b
305,neutral,0,2,7.968,study4b
305,happy,132,24,48.161,study4b
305,sleepy,-1,-223,6.825,study4b
305,aroused,7,204,5.187,study4b
306,aroused,26,237,16.275,study4b
306,sleepy,4,-240,4.929,study4b
306,surprised,5,236,4.607,study4b
306,satisfied,220,-12,3.976,study4b
306,disappointed,-225,0,5.851,study4b
306,enthusiastic,186,0,4.36,study4b
306,quiet,-1,-221,4.383,study4b
306,happy,212,0,4.298,study4b
306,afraid,6,-207,5.791,study4b
306,disgusted,-200,0,5.308,study4b
306,sad,-1,-220,4.113,study4b
306,nervous,-2,-220,4.67,study4b
306,relaxed,218,-1,4.492,study4b
306,angry,-205,-1,4.468,study4b
306,calm,214,0,3.785,study4b
306,peppy,5,215,4.431,study4b
306,annoyed,-218,8,4.211,study4b
306,still,208,3,4.696,study4b
306,sluggish,10,-218,3.821,study4b
306,neutral,2,-2,3.547,study4b
307,angry,-185,171,20.067,study4b
307,sad,-146,-73,8.3,study4b
307,aroused,1,141,16.466,study4b
307,satisfied,88,-2,10.014,study4b
307,afraid,-107,128,8.939,study4b
307,happy,171,87,8.621,study4b
307,calm,127,-43,8.764,study4b
307,nervous,-75,138,10.078,study4b
